É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/04 19:09:16

,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá
2016/11/25,7.3,8,1,12.8,8,1,2.1,8,1,0.0,8,1
2016/11/26,6.9,8,1,14.1,8,1,-1.4,8,1,10.0,8,1
2016/11/27,9.6,8,1,10.8,8,1,7.8,8,1,18.0,8,1
2016/11/28,7.5,8,1,11.7,8,1,1.4,8,1,0.0,8,1
2016/11/29,5.6,8,1,12.9,8,1,-0.8,8,1,0.0,8,1
2016/11/30,6.1,8,1,10.2,8,1,0.4,8,1,0.0,8,1
2016/12/1,10.4,8,1,14.6,8,1,5.3,8,1,0.5,8,1
2016/12/2,7.2,8,1,15.0,8,1,1.6,8,1,0.0,8,1
2016/12/3,6.1,8,1,16.3,8,1,-0.9,8,1,0.0,8,1
2016/12/4,6.6,8,1,9.5,8,1,1.4,8,1,14.0,8,1
2016/12/5,9.2,8,1,15.3,8,1,4.0,8,1,0.0,8,1
2016/12/6,7.2,8,1,12.0,8,1,0.8,8,1,0.5,8,1
2016/12/7,5.0,8,1,12.2,8,1,-2.0,8,1,0.0,8,1
2016/12/8,5.2,8,1,11.8,8,1,0.1,8,1,0.0,8,1
2016/12/9,8.2,8,1,14.6,8,1,2.7,8,1,0.0,8,1
2016/12/10,6.0,8,1,12.1,8,1,0.2,8,1,0.0,8,1
2016/12/11,4.0,8,1,10.6,8,1,-0.8,8,1,0.0,8,1
2016/12/12,4.1,8,1,9.0,8,1,-2.2,8,1,0.5,8,1
2016/12/13,8.2,8,1,10.7,8,1,6.2,8,1,19.0,8,1
2016/12/14,6.1,8,1,10.7,8,1,-0.2,8,1,1.5,8,1
2016/12/15,2.8,5,1,4.9,5,1,0.7,5,1,1.0,8,1
2016/12/16,1.9,8,1,6.1,8,1,-2.5,8,1,0.0,8,1
2016/12/17,2.1,8,1,8.9,8,1,-4.1,8,1,0.0,8,1
2016/12/18,3.2,8,1,12.0,8,1,-3.3,8,1,0.0,8,1
2016/12/19,6.1,8,1,15.6,8,1,-1.0,8,1,0.0,8,1
2016/12/20,9.1,8,1,15.1,8,1,4.6,8,1,0.5,8,1
2016/12/21,8.5,8,1,14.0,8,1,4.4,8,1,0.5,8,1
2016/12/22,11.9,8,1,17.5,8,1,5.6,8,1,14.5,8,1
2016/12/23,7.7,8,1,10.2,8,1,5.2,8,1,0.5,8,1
2016/12/24,6.2,8,1,9.9,8,1,2.3,8,1,0.0,8,1
2016/12/25,5.7,8,1,11.2,8,1,2.2,8,1,0.0,8,1
2016/12/26,6.3,8,1,7.9,8,1,2.3,8,1,19.5,8,1
2016/12/27,8.3,8,1,14.2,8,1,3.2,8,1,24.5,8,1
2016/12/28,2.1,8,1,5.0,8,1,-1.1,8,1,0.0,8,1
2016/12/29,1.8,8,1,6.5,8,1,-2.7,8,1,0.0,8,1
2016/12/30,2.9,8,1,8.8,8,1,-2.0,8,1,0.0,8,1
2016/12/31,1.9,8,1,10.3,8,1,-4.1,8,1,0.0,8,1
2017/1/1,3.1,8,1,11.4,8,1,-2.4,8,1,0.0,8,1
2017/1/2,3.8,8,1,12.2,8,1,-2.8,8,1,0.0,8,1
2017/1/3,4.3,8,1,13.1,8,1,-1.3,8,1,0.0,8,1
2017/1/4,4.1,8,1,13.7,8,1,-3.3,8,1,0.0,8,1
2017/1/5,4.4,8,1,8.6,8,1,-0.4,8,1,0.0,8,1
2017/1/6,3.4,8,1,10.1,8,1,-2.2,8,1,0.0,8,1
2017/1/7,2.5,8,1,8.3,8,1,-3.9,8,1,0.0,8,1
2017/1/8,5.5,8,1,7.6,8,1,3.2,8,1,13.5,8,1
2017/1/9,5.3,8,1,9.7,8,1,1.5,8,1,0.5,8,1
2017/1/10,4.2,8,1,11.0,8,1,-1.5,8,1,0.0,8,1
2017/1/11,2.3,8,1,7.4,8,1,-1.7,8,1,0.0,8,1
2017/1/12,3.2,8,1,7.5,8,1,-2.3,8,1,0.0,8,1
2017/1/13,3.3,8,1,5.6,8,1,0.6,8,1,1.0,8,1
2017/1/14,-0.7,8,1,2.2,8,1,-3.4,8,1,0.5,8,1
2017/1/15,-2.0,8,1,1.6,8,1,-7.5,8,1,8.5,8,1
2017/1/16,-0.7,8,1,3.7,8,1,-6.8,8,1,1.0,8,1
2017/1/17,0.1,8,1,6.3,8,1,-5.8,8,1,0.0,8,1
2017/1/18,2.1,8,1,10.4,8,1,-4.4,8,1,0.0,8,1
2017/1/19,3.7,8,1,9.5,8,1,-1.6,8,1,0.0,8,1
2017/1/20,1.7,8,1,6.8,8,1,-2.0,8,1,5.0,8,1
2017/1/21,0.9,8,1,5.1,8,1,-4.5,8,1,1.5,8,1
2017/1/22,1.9,8,1,6.2,8,1,-0.7,8,1,0.0,8,1
2017/1/23,-0.3,8,1,2.8,8,1,-2.7,8,1,0.0,8,1
2017/1/24,-0.5,8,1,4.2,8,1,-4.8,8,1,0.0,8,1
2017/1/25,0.7,8,1,6.4,8,1,-3.4,8,1,0.0,8,1
2017/1/26,0.2,8,1,8.5,8,1,-6.2,8,1,0.0,8,1
2017/1/27,3.8,8,1,11.0,8,1,-3.5,8,1,0.0,8,1
2017/1/28,2.7,8,1,11.9,8,1,-4.5,8,1,0.0,8,1
2017/1/29,3.5,8,1,6.7,8,1,-2.3,8,1,14.5,8,1
2017/1/30,7.0,8,1,11.6,8,1,2.6,8,1,1.5,8,1
2017/1/31,2.3,8,1,7.9,8,1,-2.5,8,1,0.0,8,1
2017/2/1,2.6,8,1,8.4,8,1,-3.3,8,1,0.0,8,1
2017/2/2,2.7,8,1,9.3,8,1,-3.1,8,1,0.0,8,1
2017/2/3,2.8,8,1,12.0,8,1,-4.5,8,1,0.0,8,1
2017/2/4,3.8,8,1,12.4,8,1,-2.8,8,1,0.0,8,1
2017/2/5,6.2,8,1,9.7,8,1,3.6,8,1,14.0,8,1
2017/2/6,4.1,8,1,7.5,8,1,1.4,8,1,2.5,8,1
2017/2/7,2.5,8,1,6.5,8,1,-1.2,8,1,0.5,8,1
2017/2/8,1.6,8,1,7.5,8,1,-3.9,8,1,0.5,8,1
2017/2/9,2.6,8,1,6.2,8,1,0.3,8,1,4.0,8,1
2017/2/10,-0.4,8,1,2.4,8,1,-2.3,8,1,0.5,8,1
2017/2/11,-0.8,8,1,3.2,8,1,-5.7,8,1,0.0,8,1
2017/2/12,-0.4,8,1,5.7,8,1,-5.4,8,1,0.0,8,1
2017/2/13,1.1,8,1,8.3,8,1,-4.7,8,1,0.0,8,1
2017/2/14,0.8,8,1,6.4,8,1,-3.6,8,1,1.0,8,1
2017/2/15,2.0,8,1,9.8,8,1,-4.4,8,1,0.0,8,1
2017/2/16,4.7,8,1,15.0,8,1,-4.1,8,1,0.0,8,1
2017/2/17,9.4,8,1,15.4,8,1,2.5,8,1,2.0,8,1
2017/2/18,6.2,8,1,11.8,8,1,3.1,8,1,0.0,8,1
2017/2/19,4.4,8,1,9.8,8,1,-0.8,8,1,0.0,8,1
2017/2/20,7.5,8,1,11.6,8,1,2.5,8,1,12.0,8,1
2017/2/21,3.1,8,1,7.9,8,1,-2.2,8,1,0.0,8,1
2017/2/22,2.2,8,1,9.0,8,1,-4.1,8,1,8.5,8,1
2017/2/23,7.6,8,1,11.9,8,1,3.6,8,1,13.5,8,1
2017/2/24,3.8,8,1,8.4,8,1,0.0,8,1,0.0,8,1
2017/2/25,2.6,8,1,8.6,8,1,-3.3,8,1,0.0,8,1
2017/2/26,2.8,8,1,9.5,8,1,-3.3,8,1,0.0,8,1
2017/2/27,3.1,8,1,11.2,8,1,-2.7,8,1,0.0,8,1
2017/2/28,2.6,8,1,12.0,8,1,-4.5,8,1,0.0,8,1
2017/3/1,3.1,8,1,11.7,8,1,-3.3,8,1,0.0,8,1
2017/3/2,4.4,8,1,8.8,8,1,-1.0,8,1,8.0,8,1
2017/3/3,4.5,8,1,10.5,8,1,-0.1,8,1,0.0,8,1
2017/3/4,5.9,8,1,14.4,8,1,-0.7,8,1,0.0,8,1
2017/3/5,5.0,8,1,12.4,8,1,-1.5,8,1,0.0,8,1
2017/3/6,5.4,8,1,12.8,8,1,0.5,8,1,0.0,8,1
2017/3/7,3.1,8,1,6.9,8,1,-2.9,8,1,0.0,8,1
2017/3/8,1.3,8,1,7.0,8,1,-3.2,8,1,0.0,8,1
2017/3/9,2.5,8,1,9.8,8,1,-3.0,8,1,0.0,8,1
2017/3/10,6.0,8,1,13.5,8,1,-2.2,8,1,0.0,8,1
2017/3/11,4.3,8,1,13.3,8,1,-3.7,8,1,0.0,8,1
2017/3/12,5.3,8,1,14.9,8,1,-3.6,8,1,0.0,8,1
2017/3/13,8.4,8,1,14.7,8,1,3.5,8,1,0.0,8,1
2017/3/14,7.0,8,1,11.7,8,1,2.7,8,1,0.0,8,1
2017/3/15,4.6,8,1,8.0,8,1,1.8,8,1,0.0,8,1
2017/3/16,5.7,8,1,11.5,8,1,-2.0,8,1,0.0,8,1
2017/3/17,5.4,8,1,13.9,8,1,-2.9,8,1,0.0,8,1
2017/3/18,5.4,8,1,13.8,8,1,-2.5,8,1,0.0,8,1
2017/3/19,6.9,8,1,17.3,8,1,-2.4,8,1,0.0,8,1
2017/3/20,7.4,8,1,14.2,8,1,-0.7,8,1,8.0,8,1
2017/3/21,7.6,8,1,10.8,8,1,5.4,8,1,9.5,8,1
2017/3/22,6.2,8,1,12.7,8,1,-1.0,8,1,0.0,8,1
2017/3/23,7.2,8,1,13.8,8,1,2.8,8,1,0.0,8,1
2017/3/24,6.3,8,1,12.0,8,1,0.2,8,1,0.0,8,1
2017/3/25,5.3,8,1,10.4,8,1,1.6,8,1,0.0,8,1
2017/3/26,7.0,8,1,14.4,8,1,0.0,8,1,0.5,8,1
2017/3/27,6.0,8,1,10.3,8,1,2.5,8,1,2.0,8,1
2017/3/28,6.5,8,1,13.0,8,1,0.2,8,1,0.0,8,1
2017/3/29,8.3,8,1,13.5,8,1,2.7,8,1,0.0,8,1
2017/3/30,11.9,8,1,18.4,8,1,5.9,8,1,0.0,8,1
2017/3/31,4.2,8,1,10.2,8,1,0.2,8,1,28.0,8,1
2017/4/1,6.2,8,1,13.4,8,1,1.2,8,1,0.0,8,1
2017/4/2,5.3,8,1,11.4,8,1,-0.1,8,1,6.5,8,1
2017/4/3,7.8,8,1,16.4,8,1,-1.3,8,1,0.0,8,1
2017/4/4,10.4,8,1,21.2,8,1,-0.2,8,1,0.0,8,1
2017/4/5,11.5,8,1,17.8,8,1,5.0,8,1,0.0,8,1
2017/4/6,13.1,8,1,18.1,8,1,7.2,8,1,12.0,8,1
2017/4/7,15.5,8,1,17.2,8,1,13.9,8,1,10.0,8,1
2017/4/8,16.4,8,1,18.2,8,1,14.7,8,1,2.0,8,1
2017/4/9,15.1,8,1,18.8,8,1,8.1,8,1,0.0,8,1
2017/4/10,9.9,8,1,12.2,8,1,7.3,8,1,1.0,8,1
2017/4/11,11.8,8,1,14.3,8,1,9.1,8,1,6.5,8,1
2017/4/12,10.0,8,1,17.1,8,1,3.1,8,1,0.0,8,1
2017/4/13,10.2,8,1,19.8,8,1,0.2,8,1,0.0,8,1
2017/4/14,13.7,8,1,21.6,8,1,3.5,8,1,0.0,8,1
2017/4/15,15.3,8,1,22.3,8,1,7.6,8,1,11.5,8,1
2017/4/16,16.9,8,1,25.3,8,1,10.8,8,1,0.5,8,1
2017/4/17,15.9,5,1,19.1,5,1,11.8,5,1,70.5,4,1
2017/4/18,15.6,8,1,20.1,8,1,12.5,8,1,0.0,8,1
2017/4/19,14.6,8,1,19.5,8,1,6.7,8,1,0.0,8,1
2017/4/20,11.9,8,1,17.9,8,1,4.3,8,1,0.0,8,1
2017/4/21,14.6,8,1,19.8,8,1,10.1,8,1,0.5,8,1
2017/4/22,13.6,8,1,20.0,8,1,5.2,8,1,0.0,8,1
2017/4/23,10.8,8,1,20.0,8,1,1.3,8,1,0.0,8,1
2017/4/24,13.6,8,1,22.5,8,1,3.0,8,1,0.0,8,1
2017/4/25,15.8,8,1,22.3,8,1,8.8,8,1,0.0,8,1
2017/4/26,14.3,8,1,16.4,8,1,12.9,8,1,22.0,8,1
2017/4/27,13.5,8,1,17.5,8,1,7.5,8,1,0.0,8,1
2017/4/28,11.9,8,1,19.1,8,1,3.1,8,1,0.0,8,1
2017/4/29,14.6,8,1,21.8,8,1,6.8,8,1,0.0,8,1
2017/4/30,16.2,8,1,25.6,8,1,4.7,8,1,0.0,8,1
2017/5/1,18.2,8,1,25.7,8,1,10.4,8,1,0.0,8,1
2017/5/2,14.2,8,1,22.8,8,1,5.7,8,1,0.0,8,1
2017/5/3,16.2,8,1,24.1,8,1,9.2,8,1,0.0,8,1
2017/5/4,17.9,8,1,24.3,8,1,11.2,8,1,0.0,8,1
2017/5/5,19.9,8,1,25.1,8,1,15.3,8,1,0.0,8,1
2017/5/6,18.6,8,1,22.8,8,1,15.3,8,1,0.5,8,1
2017/5/7,19.2,8,1,24.6,8,1,13.8,8,1,0.0,8,1
2017/5/8,18.1,8,1,26.1,8,1,9.0,8,1,0.0,8,1
2017/5/9,14.9,8,1,18.1,8,1,12.6,8,1,10.5,8,1
2017/5/10,15.7,8,1,19.6,8,1,12.9,8,1,0.5,8,1
2017/5/11,19.5,8,1,25.4,8,1,12.9,8,1,0.0,8,1
2017/5/12,17.8,8,1,23.4,8,1,12.8,8,1,10.5,8,1
2017/5/13,17.3,8,1,22.7,8,1,13.9,8,1,6.0,8,1
2017/5/14,18.3,8,1,24.4,8,1,11.8,8,1,0.0,8,1
2017/5/15,16.7,8,1,22.0,8,1,11.0,8,1,0.0,8,1
2017/5/16,14.6,8,1,20.5,8,1,8.9,8,1,0.0,8,1
2017/5/17,14.5,8,1,21.9,8,1,10.3,8,1,0.0,8,1
2017/5/18,16.8,8,1,25.0,8,1,8.2,8,1,0.0,8,1
2017/5/19,18.6,8,1,27.0,8,1,9.3,8,1,0.0,8,1
2017/5/20,20.6,8,1,29.0,8,1,11.4,8,1,0.0,8,1
2017/5/21,19.9,8,1,27.4,8,1,13.0,8,1,0.0,8,1
2017/5/22,19.8,8,1,27.2,8,1,11.8,8,1,0.0,8,1
2017/5/23,20.3,5,1,27.0,5,1,12.7,5,1,0.0,8,1
2017/5/24,18.3,8,1,19.9,8,1,17.6,8,1,15.5,8,1
2017/5/25,19.9,8,1,25.0,8,1,16.2,8,1,5.0,8,1
2017/5/26,16.8,8,1,22.2,8,1,10.3,8,1,0.0,8,1
2017/5/27,15.6,8,1,21.9,8,1,8.1,8,1,0.0,8,1
2017/5/28,17.8,8,1,25.6,8,1,8.9,8,1,0.0,8,1
2017/5/29,20.4,8,1,28.3,8,1,12.2,8,1,0.0,8,1
2017/5/30,22.7,8,1,31.4,8,1,13.7,8,1,0.0,8,1
2017/5/31,20.5,8,1,25.2,8,1,16.3,8,1,0.0,8,1
2017/6/1,20.7,8,1,25.5,8,1,15.5,8,1,2.0,8,1
2017/6/2,17.9,8,1,23.2,8,1,11.4,8,1,1.5,8,1
2017/6/3,17.2,8,1,25.0,8,1,8.8,8,1,0.0,8,1
2017/6/4,18.3,8,1,25.8,8,1,9.7,8,1,0.0,8,1
2017/6/5,18.7,8,1,25.4,8,1,9.3,8,1,0.0,8,1
2017/6/6,18.6,8,1,24.6,8,1,11.1,8,1,0.0,8,1
2017/6/7,17.2,8,1,17.8,8,1,16.5,8,1,39.5,8,1
2017/6/8,19.7,8,1,24.9,8,1,13.8,8,1,1.5,8,1
2017/6/9,19.4,8,1,28.0,8,1,10.7,8,1,0.0,8,1
2017/6/10,20.7,8,1,27.8,8,1,12.7,8,1,0.0,8,1
2017/6/11,18.7,8,1,22.9,8,1,15.8,8,1,1.5,8,1
2017/6/12,17.0,8,1,22.8,8,1,10.0,8,1,0.0,8,1
2017/6/13,17.8,8,1,24.7,8,1,10.4,8,1,0.0,8,1
2017/6/14,18.9,8,1,26.3,8,1,10.6,8,1,0.0,8,1
2017/6/15,20.3,8,1,27.6,8,1,11.5,8,1,0.0,8,1
2017/6/16,21.4,8,1,28.5,8,1,14.0,8,1,0.0,8,1
2017/6/17,19.9,8,1,27.2,8,1,13.0,8,1,0.0,8,1
2017/6/18,21.1,8,1,28.3,8,1,15.0,8,1,0.0,8,1
2017/6/19,22.1,8,1,29.9,8,1,14.8,8,1,0.0,8,1
2017/6/20,20.7,8,1,26.0,8,1,15.9,8,1,13.5,8,1
2017/6/21,20.7,8,1,24.5,8,1,17.7,8,1,2.5,8,1
2017/6/22,20.5,8,1,25.8,8,1,16.0,8,1,0.0,8,1
2017/6/23,22.3,8,1,29.4,8,1,15.7,8,1,0.0,8,1
2017/6/24,21.0,8,1,25.2,8,1,18.0,8,1,41.0,8,1
2017/6/25,22.2,8,1,26.5,8,1,19.4,8,1,0.5,8,1
2017/6/26,21.4,8,1,25.7,8,1,18.0,8,1,0.0,8,1
2017/6/27,22.2,8,1,27.3,8,1,17.9,8,1,1.0,8,1
2017/6/28,22.7,8,1,26.7,8,1,20.5,8,1,10.5,8,1
2017/6/29,22.8,8,1,26.0,8,1,21.1,8,1,13.5,8,1
2017/6/30,21.9,4,1,22.1,4,1,21.1,4,1,26.5,4,1
2017/7/1,,1,1,,1,1,,1,1,,1,1
2017/7/2,,1,1,,1,1,,1,1,,1,1
2017/7/3,27.2,4,1,30.6,4,1,24.4,4,1,0.0,4,1
2017/7/4,25.0,8,1,27.5,8,1,23.3,8,1,7.0,8,1
2017/7/5,22.8,8,1,26.2,8,1,19.8,8,1,54.0,8,1
2017/7/6,23.7,8,1,27.8,8,1,20.6,8,1,0.0,8,1
2017/7/7,23.5,8,1,26.9,8,1,22.0,8,1,3.0,8,1
2017/7/8,25.0,8,1,28.7,8,1,22.2,8,1,0.0,8,1
2017/7/9,25.1,8,1,28.3,8,1,22.8,8,1,3.5,8,1
2017/7/10,25.5,8,1,30.1,8,1,22.3,8,1,0.0,8,1
2017/7/11,26.5,8,1,31.8,8,1,22.4,8,1,0.0,8,1
2017/7/12,25.1,8,1,28.9,8,1,21.7,8,1,3.0,8,1
2017/7/13,25.6,8,1,31.8,8,1,20.7,8,1,0.0,8,1
2017/7/14,24.8,8,1,30.6,8,1,19.6,8,1,0.0,8,1
2017/7/15,25.8,8,1,31.8,8,1,20.2,8,1,0.0,8,1
2017/7/16,26.4,8,1,31.9,8,1,21.7,8,1,0.0,8,1
2017/7/17,26.2,8,1,31.6,8,1,21.5,8,1,0.0,8,1
2017/7/18,24.9,8,1,29.9,8,1,22.4,8,1,7.0,8,1
2017/7/19,26.0,8,1,31.6,8,1,22.5,8,1,0.0,8,1
2017/7/20,26.4,8,1,32.5,8,1,21.3,8,1,0.0,8,1
2017/7/21,27.1,8,1,32.7,8,1,22.1,8,1,0.0,8,1
2017/7/22,27.5,8,1,32.3,8,1,22.6,8,1,0.0,8,1
2017/7/23,26.9,8,1,31.8,8,1,23.1,8,1,0.0,8,1
2017/7/24,26.6,8,1,29.3,8,1,23.7,8,1,0.0,8,1
2017/7/25,27.1,8,1,30.1,8,1,24.5,8,1,11.5,8,1
2017/7/26,26.7,8,1,30.6,8,1,24.4,8,1,0.0,8,1
2017/7/27,27.2,8,1,32.5,8,1,23.1,8,1,0.0,8,1
2017/7/28,27.8,8,1,33.3,8,1,23.9,8,1,0.0,8,1
2017/7/29,27.9,8,1,33.5,8,1,24.5,8,1,0.0,8,1
2017/7/30,28.3,8,1,34.5,8,1,23.3,8,1,0.0,8,1
2017/7/31,27.1,8,1,33.8,8,1,23.2,8,1,0.0,8,1
2017/8/1,27.7,8,1,33.3,8,1,22.9,8,1,0.0,8,1
2017/8/2,26.6,8,1,32.7,8,1,21.9,8,1,0.0,8,1
2017/8/3,27.1,8,1,33.0,8,1,21.5,8,1,0.0,8,1
2017/8/4,28.0,8,1,33.8,8,1,23.3,8,1,0.0,8,1
2017/8/5,28.7,8,1,34.2,8,1,23.9,8,1,0.0,8,1
2017/8/6,27.7,8,1,34.1,8,1,23.7,8,1,0.0,8,1
2017/8/7,25.7,8,1,28.3,8,1,24.1,8,1,45.5,8,1
2017/8/8,26.6,8,1,32.4,8,1,21.0,8,1,0.0,8,1
2017/8/9,25.4,8,1,29.7,8,1,21.6,8,1,2.5,8,1
2017/8/10,27.1,8,1,31.7,8,1,23.3,8,1,0.0,8,1
2017/8/11,26.1,8,1,31.2,8,1,21.9,8,1,0.0,8,1
2017/8/12,25.7,8,1,31.3,8,1,21.0,8,1,0.0,8,1
2017/8/13,24.7,8,1,30.6,8,1,19.7,8,1,0.0,8,1
2017/8/14,24.4,8,1,29.3,8,1,21.0,8,1,7.5,8,1
2017/8/15,25.0,8,1,28.9,8,1,22.6,8,1,21.0,8,1
2017/8/16,25.5,8,1,30.2,8,1,22.9,8,1,0.0,8,1
2017/8/17,26.4,8,1,32.2,8,1,22.9,8,1,10.5,8,1
2017/8/18,25.7,8,1,31.6,8,1,22.0,8,1,0.0,8,1
2017/8/19,26.1,8,1,32.8,8,1,20.2,8,1,0.0,8,1
2017/8/20,25.7,8,1,32.5,8,1,20.6,8,1,0.0,8,1
2017/8/21,25.8,8,1,31.7,8,1,20.5,8,1,0.0,8,1
2017/8/22,26.6,8,1,31.9,8,1,23.4,8,1,0.0,8,1
2017/8/23,27.9,8,1,33.1,8,1,23.6,8,1,0.0,8,1
2017/8/24,27.6,8,1,32.6,8,1,22.4,8,1,0.0,8,1
2017/8/25,27.7,8,1,31.1,8,1,25.5,8,1,1.0,8,1
2017/8/26,24.7,8,1,28.9,8,1,20.6,8,1,4.5,8,1
2017/8/27,23.7,8,1,30.4,8,1,17.6,8,1,0.0,8,1
2017/8/28,24.7,8,1,31.8,8,1,20.1,8,1,0.0,8,1
2017/8/29,25.9,8,1,31.7,8,1,20.3,8,1,0.0,8,1
2017/8/30,25.9,8,1,31.5,8,1,22.1,8,1,0.0,8,1
2017/8/31,23.8,8,1,29.5,8,1,19.1,8,1,0.0,8,1
2017/9/1,21.2,8,1,27.0,8,1,15.7,8,1,0.0,8,1
2017/9/2,21.2,8,1,27.0,8,1,14.5,8,1,0.0,8,1
2017/9/3,21.6,8,1,29.2,8,1,15.4,8,1,0.0,8,1
2017/9/4,20.7,8,1,25.1,8,1,16.7,8,1,0.0,8,1
2017/9/5,20.8,8,1,24.0,8,1,18.6,8,1,2.0,8,1
2017/9/6,23.0,8,1,26.7,8,1,20.6,8,1,0.0,8,1
2017/9/7,23.1,8,1,25.6,8,1,20.9,8,1,52.0,8,1
2017/9/8,22.6,8,1,29.1,8,1,17.2,8,1,0.0,8,1
2017/9/9,21.5,8,1,27.8,8,1,16.5,8,1,0.0,8,1
2017/9/10,21.7,8,1,29.4,8,1,14.9,8,1,0.0,8,1
2017/9/11,21.8,8,1,25.5,8,1,17.5,8,1,5.5,8,1
2017/9/12,23.6,8,1,28.2,8,1,18.8,8,1,36.5,8,1
2017/9/13,22.0,8,1,29.4,8,1,16.0,8,1,0.0,8,1
2017/9/14,21.3,8,1,27.3,8,1,16.5,8,1,0.0,8,1
2017/9/15,19.7,8,1,23.0,8,1,15.7,8,1,0.0,8,1
2017/9/16,18.6,8,1,20.3,8,1,16.0,8,1,6.5,8,1
2017/9/17,20.6,8,1,22.3,8,1,18.8,8,1,90.0,8,1
2017/9/18,21.2,8,1,26.6,8,1,16.4,8,1,0.0,8,1
2017/9/19,19.8,8,1,25.3,8,1,13.8,8,1,0.0,8,1
2017/9/20,20.6,8,1,25.1,8,1,16.9,8,1,12.5,8,1
2017/9/21,18.4,8,1,25.3,8,1,13.5,8,1,0.0,8,1
2017/9/22,17.4,8,1,20.1,8,1,12.7,8,1,2.0,8,1
2017/9/23,19.8,8,1,24.3,8,1,15.7,8,1,0.0,8,1
2017/9/24,18.3,8,1,25.7,8,1,12.3,8,1,0.0,8,1
2017/9/25,19.3,8,1,27.5,8,1,14.0,8,1,0.0,8,1
2017/9/26,19.9,8,1,27.9,8,1,12.3,8,1,0.0,8,1
2017/9/27,19.7,8,1,22.1,8,1,17.0,8,1,17.5,8,1
2017/9/28,19.1,8,1,23.9,8,1,10.9,8,1,3.5,8,1
2017/9/29,17.0,8,1,25.5,8,1,9.6,8,1,0.0,8,1
2017/9/30,17.0,8,1,25.5,8,1,10.2,8,1,0.0,8,1
2017/10/1,16.0,8,1,23.0,8,1,8.3,8,1,0.0,8,1
2017/10/2,18.0,8,1,19.8,8,1,15.9,8,1,34.5,8,1
2017/10/3,20.3,8,1,25.8,8,1,13.9,8,1,0.0,8,1
2017/10/4,16.5,8,1,22.1,8,1,12.4,8,1,0.0,8,1
2017/10/5,16.2,8,1,21.8,8,1,10.0,8,1,14.0,8,1
2017/10/6,16.5,8,1,17.8,8,1,15.1,8,1,65.0,8,1
2017/10/7,18.5,8,1,23.4,8,1,16.1,8,1,7.5,8,1
2017/10/8,19.6,8,1,26.2,8,1,15.4,8,1,0.0,8,1
2017/10/9,19.6,8,1,27.6,8,1,13.5,8,1,0.0,8,1
2017/10/10,20.8,8,1,28.3,8,1,15.3,8,1,0.0,8,1
2017/10/11,21.3,8,1,27.6,8,1,16.4,8,1,0.0,8,1
2017/10/12,18.4,8,1,19.7,8,1,16.2,8,1,4.0,8,1
2017/10/13,15.9,8,1,18.5,8,1,14.7,8,1,5.5,8,1
2017/10/14,17.4,8,1,20.8,8,1,14.8,8,1,0.5,8,1
2017/10/15,15.4,8,1,16.9,8,1,13.9,8,1,19.5,8,1
2017/10/16,14.2,8,1,15.1,8,1,13.3,8,1,16.0,8,1
2017/10/17,14.2,8,1,17.8,8,1,10.9,8,1,5.0,8,1
2017/10/18,13.5,8,1,17.4,8,1,9.7,8,1,15.0,8,1
2017/10/19,13.3,8,1,15.0,8,1,11.7,8,1,18.0,8,1
2017/10/20,16.0,8,1,20.0,8,1,13.4,8,1,1.5,8,1
2017/10/21,15.3,8,1,16.8,8,1,14.2,8,1,35.0,8,1
2017/10/22,15.7,8,1,16.8,8,1,14.9,8,1,87.0,8,1
2017/10/23,13.4,8,1,16.5,8,1,10.4,8,1,0.0,8,1
2017/10/24,11.5,8,1,18.1,8,1,6.8,8,1,0.0,8,1
2017/10/25,11.5,8,1,18.2,8,1,6.1,8,1,0.0,8,1
2017/10/26,11.4,8,1,19.9,8,1,4.3,8,1,0.0,8,1
2017/10/27,13.6,8,1,22.3,8,1,6.1,8,1,0.0,8,1
2017/10/28,15.4,8,1,17.1,8,1,12.7,8,1,24.5,8,1
2017/10/29,15.9,8,1,18.9,8,1,11.9,8,1,37.0,8,1
2017/10/30,11.1,8,1,15.5,8,1,3.7,8,1,0.0,8,1
2017/10/31,8.3,8,1,17.5,8,1,1.6,8,1,0.0,8,1
2017/11/1,10.1,8,1,19.1,8,1,2.3,8,1,0.0,8,1
2017/11/2,12.7,8,1,20.6,8,1,6.6,8,1,0.0,8,1
2017/11/3,13.3,8,1,21.5,8,1,7.3,8,1,0.0,8,1
2017/11/4,10.6,8,1,15.8,8,1,3.7,8,1,0.0,8,1
2017/11/5,6.9,8,1,15.9,8,1,0.9,8,1,0.0,8,1
2017/11/6,8.6,8,1,18.5,8,1,0.8,8,1,0.0,8,1
2017/11/7,12.5,8,1,19.0,8,1,4.8,8,1,0.0,8,1
2017/11/8,14.4,8,1,17.3,8,1,8.9,8,1,2.0,8,1
2017/11/9,10.4,8,1,17.6,8,1,4.6,8,1,0.5,8,1
2017/11/10,10.5,8,1,17.3,8,1,1.5,8,1,1.0,8,1
2017/11/11,11.6,8,1,17.1,8,1,5.6,8,1,0.5,8,1
2017/11/12,7.7,8,1,15.6,8,1,2.1,8,1,0.0,8,1
